timestamp,acc_x,acc_y,acc_z,label
0.0,0.46928876448182777,-0.1399590762904312,0.04243954457603272,0.0
0.01,-0.14994359011563696,-0.0395687042164298,0.6541373964176809,0.0
0.02,0.39837362634638185,-0.3042117504186868,0.372022793457857,0.0
0.03,0.11499016343380285,-0.17318461030867527,0.24610591689601288,0.0
0.04,0.147317702239847,-0.21099042563102124,0.9553181585448935,0.0
0.05,0.02950580541998767,0.05483754683837155,1.015174463787381,0.0
0.06,-0.13005379065443284,0.14851301050199878,0.5227528171212174,0.0
0.07,0.21785723505488833,-0.22608311729181885,0.4689978526920949,0.0
0.08,0.0606801000507615,-0.1391467713245281,0.3873642235823339,0.0
0.09,-0.2832180307485803,-0.16442970599712678,0.7660509482162452,0.0
0.1,0.0649363034253021,-0.2602769580407706,0.38134786514389124,0.0
0.11,-0.05012460968533358,-0.017009619635020064,0.3238764050524636,0.0
0.12,-0.12043031162944036,0.12142836043174397,0.5498843802189174,0.0
0.13,-0.38983089643624846,-0.07668105750978385,-0.024386302889932765,0.0
0.14,-0.0709921743557255,-0.10738615612550553,0.4318992484994666,0.0
0.15,0.15824396263060164,0.08295802451535188,0.42704156125926684,0.0
0.16,-0.2641756717468242,0.049721485182514805,0.06919791109796908,0.0
0.17,-0.1617709280184003,0.20247339978404685,0.07882217848781284,0.0
0.18,-0.33894769001955566,0.06975488063099287,-0.15191273119844573,0.0
0.19,0.027667331145664355,-0.09434195459962635,0.43009983338055174,0.0
0.2,0.33705905108329304,-0.09339055160178578,0.47127968906842344,0.0
0.21,0.2851271559379679,0.42610834355327776,0.4030235960644383,0.0
0.22,0.4046031997169555,0.10494442389395314,0.7546217752303512,0.0
0.23,0.03416490780207868,0.22084700078655073,0.37733105411443846,0.0
0.24,-0.11003528058578974,0.10526529408736013,0.735629965897709,0.0
0.25,-0.3259476108165522,0.4349527399022745,0.8205427456713402,0.0
0.26,-0.25187165999874955,0.053041714900286585,0.6475646695879724,0.0
0.27,-0.032852591049281475,-0.14366551440568306,0.8575024814701866,0.0
0.28,-0.332594492582666,0.18975598838466345,0.686860408358561,0.0
0.29,-0.10448917665037255,-0.06904841960653935,0.3047020351248726,0.0
0.3,0.17094464353892536,-0.22663375507832195,0.9435697498558199,0.0
0.31,0.0852091810848648,0.25468581760557735,0.34897328038108943,0.0
0.32,0.3711677444073745,-0.04283600552487084,0.47729958028065816,0.0
0.33,-0.31321399406709655,0.09583507377308347,1.0971767057982,0.0
0.34,-0.04953398249201389,0.11059466778825577,0.26035677685826947,0.0
0.35,0.0573495144682897,-0.05910313162090232,0.16915182966113973,0.0
0.36,-0.31487292699749425,0.002875230780366908,-0.32823594107556675,0.0
0.37,0.17801244329598195,-0.029700665012851686,0.4120207022819681,0.0
0.38,0.14894679873300332,0.33415419862111506,0.14687457426684136,0.0
0.39,-0.16140692063174494,-0.38017708351764057,0.6438610287128966,0.0
0.4,0.1319235208793678,0.08227329933287958,0.6903319668988465,0.0
0.41,0.17372169431655263,-0.24949325679725207,0.5557728779067301,0.0
0.42,0.08330384560934935,-0.1086983156370349,1.3005136210134967,0.0
0.43,-0.05837228829518727,-0.11145656284418848,0.6482756760937709,0.0
0.44,0.06503963005219172,0.1328078095055767,0.5741270877728512,0.0
0.45,0.08243337631535179,0.12205984253651199,0.8866644737505904,0.0
0.46,-0.14700789713585438,0.31005517221689805,1.0954614361054662,0.0
0.47,-0.07344003505259848,-0.30229028741647834,0.5389040872481399,0.0
0.48,-0.2306741650584265,0.06510916817769759,0.820675798722149,0.0
0.49,0.11846268524916624,-0.27329808876052236,0.10031697968833295,0.0
0.5,0.04427451195061375,0.15559954414737076,0.2741640675903319,0.0
0.51,0.10609725583741306,-0.030899762100847994,0.6164188146067592,0.0
0.52,-0.1420744390168891,-0.22764772929269556,0.20740232999529495,0.0
0.53,0.3946270812369865,0.16914893792447294,0.5005511342193187,0.0
0.54,-0.038913816011452024,0.1763347500383923,0.12534961182499396,0.0
0.55,-0.29498791795523077,0.06978952006675464,0.2097807102092491,0.0
0.56,-0.06290719937032624,-0.06665915608616799,0.2568562928331304,1.0
0.57,0.1721565631578793,-0.14882524534691133,-0.1204551589463236,1.0
0.58,0.09516190722400243,0.22733629523229176,-0.08008834335257625,1.0
0.59,0.018992137073722274,-0.046725560268329816,0.022414330060526805,1.0
0.6,0.0013961904521894563,0.03309810781073899,0.0677864998381758,1.0
0.61,0.027573436834586684,0.05080837308482535,0.18228111316638412,1.0
0.62,-0.18284579779017637,0.1435166304838797,-0.028907862852847063,1.0
0.63,0.06958216747553059,-0.0343232091059265,-0.21581164118300988,1.0
0.64,-0.046724608698551245,0.1734658454232664,-0.16716358191482258,1.0
0.65,0.027293110302337338,-0.003299990853778481,-0.16814703434415457,1.0
0.66,-0.07472564522465179,0.013263474527631845,-0.0633712522332056,1.0
0.67,0.0053412479459554844,0.2220146136273765,-0.13485319810111962,1.0
0.68,0.20314727758658233,-0.10127363265220006,-0.21247201160112922,1.0
0.69,-0.0030736466543642843,-0.0862086308665747,-0.29120605880717887,1.0
0.7,0.11041661885780449,-0.0019475193471510041,-0.4339605095828565,1.0
0.71,0.16986828615993807,0.12306236091485828,-0.5301826326769863,1.0
0.72,0.02104157863806075,0.033115640105387575,-0.7776335577462998,1.0
0.73,0.18146566971618547,0.0954739887068593,-0.9944998992693707,1.0
0.74,0.28758892697132726,0.20593769489680264,-1.1255214235669704,1.0
0.75,0.2730660351330624,0.12955445209521071,-1.210639387511789,1.0
0.76,0.3515382057463995,0.2849278608749813,-1.3868694691181078,1.0
0.77,0.507221489114677,0.2856191968116342,-1.7863988380943638,1.0
0.78,0.4908995773148931,0.28220789537263075,-1.6688046054539645,1.0
0.79,0.5440767900257555,0.10831992488386896,-1.9865827398085028,1.0
0.8,0.3887653263793461,0.32054260065786316,-1.9297535257992782,1.0
0.81,0.46627297774072074,0.3338360000068744,-2.053038996514099,1.0
0.82,0.5990724392081965,0.26458431715052655,-2.036147490673289,1.0
0.83,0.38180536090642037,0.1963763783494475,-1.9391513254565753,1.0
0.84,0.30116043715942165,0.30936653737003633,-1.6268670183106004,1.0
0.85,0.2949031044831192,0.15878062724223377,-1.5455292311017326,1.0
0.86,0.2850196176813359,0.25395044256796373,-1.2731027140748743,1.0
0.87,0.1837011531867711,0.2003222470519299,-1.1682244962906714,1.0
0.88,0.2031669400530867,0.22229558463430654,-1.0009883890514195,1.0
0.89,0.28293157729228463,0.29267616192926604,-0.7011512828588353,1.0
0.9,0.3047675410632158,-0.08480751218504287,-0.6354359179570093,1.0
0.91,0.0007947613775821233,0.028782550469560936,-0.3877967112663954,1.0
0.92,0.12270930104182562,-0.0424858789241773,-0.48397270755894606,1.0
0.93,0.05083005416565916,-0.08439169408976482,-0.13926203808015056,1.0
